EVENT_CONCEPT_ID	DRUG_CONCEPT_NAME	POSSIBLE_LABEL_USE	ICD9	INDICATION_DESCRIPTION	CONDITION_CONCEPT_ID	CONDITION_CONCEPT_NAME
1501700	Thyroxine	1	245.2	Chronic lymphocytic thyroiditis	44835745	Chronic lymphocytic thyroiditis
1501700	Thyroxine	1	246.9	Unspecified disorder of thyroid	44827614	Unspecified disorder of thyroid
1501700	Thyroxine	1	410.90	Acute myocardial infarction; unspecified site; episode of care unspecified	44835928	Acute myocardial infarction of unspecified site, episode of care unspecified
1501700	Thyroxine	1	644.2	Early onset of delivery	44829105	Early onset of delivery
1501700	Thyroxine	1	644.20	Early onset of delivery; unspecified as to episode of care	44824398	Early onset of delivery, unspecified as to episode of care or not applicable
1501700	Thyroxine	1	644.21	Early onset of delivery; delivered; with or without mention of antepartum condition	44819854	Early onset of delivery, delivered, with or without mention of antepartum condition
1501700	Thyroxine	1	V22.2	Pregnant state; incidental	44837786	Pregnant state, incidental
1137529	salmeterol	1	491	Chronic bronchitis	44820888	Chronic bronchitis
1137529	salmeterol	1	491.9	Chronic bronchitis NOS	44830114	Unspecified chronic bronchitis
1137529	salmeterol	1	493	Asthma	44821987	Asthma
1137529	salmeterol	0	493.81	Exercise induced bronchospasm	44826678	Exercise induced bronchospasm
1137529	salmeterol	1	493.9	Asthma; unspecified	44826679	Asthma, unspecified
1137529	salmeterol	1	493.90	Asthma; unspecified type; without mention of status asthmaticus	44821988	Asthma, unspecified type, unspecified
1137529	salmeterol	1	496	Chronic airway obstruction; not elsewhere classified	44829013	Chronic airway obstruction, not elsewhere classified
1137529	salmeterol	1	518.89	Other diseases of lung; not elsewhere classified	44819752	Other diseases of lung, not elsewhere classified
1137529	salmeterol	1	519.11	Acute bronchospasm	44826686	Acute bronchospasm
1137529	salmeterol	1	786.05	Shortness of breath	44824625	Shortness of breath
1137529	salmeterol	1	786.09	Other dyspnea and respiratory abnormality	44824626	Other respiratory abnormalities
1137529	salmeterol	1	796.4	Other abnormal clinical findings	44825827	Other abnormal clinical findings
1537655	salmon calcitonin	0	275.42	Hypercalcemia	44833383	Hypercalcemia
1537655	salmon calcitonin	0	731.0	Osteitis deformans without mention of bone tumor	44835021	Osteitis deformans without mention of bone tumor
1537655	salmon calcitonin	1	733.0	Osteoporosis	44824536	Osteoporosis
1537655	salmon calcitonin	1	733.00	Osteoporosis NOS	44822235	Osteoporosis, unspecified
1537655	salmon calcitonin	1	733.01	Senile osteoporosis	44826911	Senile osteoporosis
1537655	salmon calcitonin	0	756.51	Osteogenesis imperfecta	44831561	Osteogenesis imperfecta
712615	ziprasidone	1	295	Schizophrenic disorders	44829918	Schizophrenic disorders
712615	ziprasidone	1	295.9	Unspecified schizophrenia	44824113	Unspecified schizophrenia
712615	ziprasidone	1	295.90	Unspecified schizophrenia; unspecified state	44829921	Unspecified schizophrenia, unspecified
712615	ziprasidone	1	296.00	Manic disorder; single episode; unspecified degree	44836964	Bipolar I disorder, single manic episode, unspecified
712615	ziprasidone	1	296.80	Bipolar disorder NOS	44822981	Bipolar disorder, unspecified
712615	ziprasidone	1	300.9	Unspecified nonpsychotic mental disorder	44831094	Unspecified nonpsychotic mental disorder
712615	ziprasidone	0	307.23	Tourette's disorder	44825310	Tourette's disorder
712615	ziprasidone	1	307.9	Other and unspecified special symptoms or syndromes; not elsewhere classified	44824136	Other and unspecified special symptoms or syndromes, not elsewhere classified
712615	ziprasidone	1	308.2	Predominant psychomotor disturbance	44833418	Predominant psychomotor disturbance
712615	ziprasidone	1	309.89	Other specified adjustment reactions	44824137	Other specified adjustment reactions
712615	ziprasidone	1	799.21	Nervousness (ADDED)	44820075	Nervousness
712615	ziprasidone	1	799.9	Other unknown and unspecified cause of morbidity or mortality	44829315	Other unknown and unspecified cause of morbidity and mortality
1524674	zoledronic acid	1	174.9	Malignant neoplasm of breast (female); unspecified	44824029	Malignant neoplasm of breast (female), unspecified
1524674	zoledronic acid	1	185	Malignant neoplasm of prostate	44822887	Malignant neoplasm of prostate
1524674	zoledronic acid	1	198.5	Secondary malignant neoplasm of bone and bone marrow	44834502	Secondary malignant neoplasm of bone and bone marrow
1524674	zoledronic acid	1	199	Malignant neoplasm without specification of site	44833310	Malignant neoplasm without specification of site
1524674	zoledronic acid	1	199.1	Other malignant neoplasm of unspecified site	44827567	Other malignant neoplasm without specification of site
1524674	zoledronic acid	1	203.0	Multiple myeloma	44833334	Multiple myeloma
1524674	zoledronic acid	1	203.00	Multiple myeloma without mention of having achieved remission	44833335	Multiple myeloma, without mention of having achieved remission
1524674	zoledronic acid	0	239.2	Neoplasm of unspecified nature of bone; soft tissue; and skin	44836904	Neoplasm of unspecified nature of bone, soft tissue, and skin
1524674	zoledronic acid	1	275.42	Hypercalcemia	44833383	Hypercalcemia
1524674	zoledronic acid	0	731.0	Osteitis deformans without mention of bone tumor	44835021	Osteitis deformans without mention of bone tumor
1524674	zoledronic acid	1	733.0	Osteoporosis	44824536	Osteoporosis
1524674	zoledronic acid	1	733.00	Osteoporosis NOS	44822235	Osteoporosis, unspecified
1524674	zoledronic acid	1	733.01	Senile osteoporosis	44826911	Senile osteoporosis
1524674	zoledronic acid	1	733.90	Disorder of bone and cartilage; unspecified	44830366	Disorder of bone and cartilage, unspecified
1524674	zoledronic acid	0	780.96	Generalized pain	44828147	Generalized pain
1116031	zolmitriptan	1	346	Migraine	44829973	Migraine
1116031	zolmitriptan	1	346.00	Migraine with aura; without mention of intractable migraine without mention of status migrainosus	44834636	Migraine with aura, without mention of intractable migraine without mention of status migrainosus
1116031	zolmitriptan	1	346.9	Migraine; unspecified	44819592	Migraine, unspecified
1116031	zolmitriptan	1	346.90	Migraine; unspecified; without mention of intractable migraine without mention of status migrainosus	44825342	Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus
1116031	zolmitriptan	1	784.0	Headache	44836293	Headache
19009540	Vitamin E	0	269.1	Deficiency of other vitamins	44821793	Deficiency of other vitamins
19009540	Vitamin E	0	283.9	Acquired hemolytic anemia; unspecified	44833393	Acquired hemolytic anemia, unspecified
19009540	Vitamin E	0	331.0	Alzheimer's disease	44826537	Alzheimer's disease
19009540	Vitamin E	0	333.99	Other extrapyramidal diseases and abnormal movement disorders	44826542	Other extrapyramidal diseases and abnormal movement disorders
19009540	Vitamin E	0	770.7	Chronic respiratory disease arising in the perinatal period	44836278	Chronic respiratory disease arising in the perinatal period
913782	tolterodine	1	596.51	Hypertonicity of bladder	44822047	Hypertonicity of bladder
913782	tolterodine	0	596.89	Other specified disorders of bladder	44824348	Other specified disorders of bladder
913782	tolterodine	0	596.9	Unspecified disorder of bladder	44827893	Unspecified disorder of bladder
913782	tolterodine	1	788.3	Urinary incontinence	44823452	Urinary incontinence
913782	tolterodine	1	788.30	Urinary incontinence NOS	44823453	Urinary incontinence, unspecified
913782	tolterodine	1	788.31	Urge incontinence	44835085	Urge incontinence
913782	tolterodine	1	788.41	Urinary frequency	44835086	Urinary frequency
913782	tolterodine	1	788.69	Other abnormality of urination	44822303	Other abnormality of urination
1734205	bacampicillin	0	027.0	Listeriosis	44825136	Listeriosis
1734205	bacampicillin	0	041.00	Unspecified Streptococcus infection in conditions classified elsewhere and of unspecified site	44821669	Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, unspecified
1734205	bacampicillin	0	041.49	Other and unspecified Escherichia coli [E. coli]	44829736	Other and unspecified Escherichia coli [E. coli]
1734205	bacampicillin	0	041.85	Other gram-negative organism infection in conditions classified elsewhere and of unspecified site	44826333	Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms
1734205	bacampicillin	0	098	Gonococcal infections	44836806	Gonococcal infections
1734205	bacampicillin	0	098.89	Gonococcal infection of other specified sites	44832106	Gonococcal infection of other specified sites
1734205	bacampicillin	0	519.8	Other diseases of respiratory system; not elsewhere classified	44826687	Other diseases of respiratory system, not elsewhere classified
1734205	bacampicillin	0	599.0	Urinary tract infection; site not specified	44820980	Urinary tract infection, site not specified
934431	basic aluminum carbonate gel	0	530.11	Reflux esophagitis	44820924	Reflux esophagitis
934431	basic aluminum carbonate gel	0	530.81	Esophageal reflux	44822019	Esophageal reflux
934431	basic aluminum carbonate gel	0	531	Gastric ulcer	44824313	Gastric ulcer
934431	basic aluminum carbonate gel	0	531.90	Gastric ulcer; unspecified as acute or chronic; without mention of hemorrhage or perforation; without mention of obstruction	44819780	Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction
934431	basic aluminum carbonate gel	0	532	Duodenal ulcer	44833634	Duodenal ulcer
934431	basic aluminum carbonate gel	0	532.90	Duodenal ulcer; unspecified as acute or chronic; without hemorrhage or perforation; without mention of obstruction	44833637	Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction
934431	basic aluminum carbonate gel	0	536.8	Dyspepsia and other specified disorders of function of stomach	44837165	Dyspepsia and other specified disorders of function of stomach
934431	basic aluminum carbonate gel	0	578	Gastrointestinal hemorrhage	44830170	Gastrointestinal hemorrhage
934431	basic aluminum carbonate gel	0	578.9	Hemorrhage of gastrointestinal tract NOS	44819812	Hemorrhage of gastrointestinal tract, unspecified
934431	basic aluminum carbonate gel	0	585.6	End stage renal disease	44827889	End stage renal disease
934431	basic aluminum carbonate gel	0	585.9	Chronic kidney disease; unspecified	44836035	Chronic kidney disease, unspecified
934431	basic aluminum carbonate gel	0	586	Renal failure unspecified	44829062	Renal failure, unspecified
934431	basic aluminum carbonate gel	0	787.1	Heartburn	44821250	Heartburn
927478	pramoxine	0	455	Hemorrhoids	44823133	Hemorrhoids
927478	pramoxine	0	455.6	Hemorrhoids NOS	44831267	Unspecified hemorrhoids without mention of complication
927478	pramoxine	0	565.0	Anal fissure	44824328	Anal fissure
927478	pramoxine	0	569.41	Ulcer of anus and rectum	44824332	Ulcer of anus and rectum
927478	pramoxine	0	692.9	Contact dermatitis and other eczema; unspecified cause	44821092	Contact dermatitis and other eczema, unspecified cause
927478	pramoxine	1	698.9	Unspecified pruritic disorder	44833794	Unspecified pruritic disorder
927478	pramoxine	0	780.96	Generalized pain	44828147	Generalized pain
927478	pramoxine	1	781.99	Other symptoms involving nervous and musculoskeletal systems	44837429	Other symptoms involving nervous and musculoskeletal systems
927478	pramoxine	0	782.1	Rash and other nonspecific skin eruption	44820057	Rash and other nonspecific skin eruption
927478	pramoxine	0	919.4	Insect bite; nonvenomous; of other; multiple; and unspecified sites; without mention of infection	44836424	Insect bite, nonvenomous, of other, multiple, and unspecified sites, without mention of infection
927478	pramoxine	0	949.0	Burn of unspecified site; unspecified degree	44823618	Burn of unspecified site, unspecified degree
927478	pramoxine	0	989.5	Toxic effect of venom	44822519	Toxic effect of venom
19081320	quinethazone	0	401.9	Hypertension NOS	44821949	Unspecified essential hypertension
19081320	quinethazone	0	428.0	Congestive heart failure (CHF) NOS	44826642	Congestive heart failure, unspecified
19081320	quinethazone	0	581	Nephrotic syndrome	44820966	Nephrotic syndrome
19081320	quinethazone	0	581.9	Nephrotic syndrome with unspecified pathological lesion in kidney	44829060	Nephrotic syndrome with unspecified pathological lesion in kidney
19081320	quinethazone	0	782.3	Edema	44832710	Edema
19081320	quinethazone	0	997.91	Hypertension	44830637	Complications affecting other specified body systems, not elsewhere classified, hypertension
1712549	trovafloxacin	0	041.00	Unspecified Streptococcus infection in conditions classified elsewhere and of unspecified site	44821669	Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, unspecified
1712549	trovafloxacin	0	041.10	Unspecified Staphylococcus infection in conditions classified elsewhere and of unspecified site	44830920	Staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus, unspecified
1712549	trovafloxacin	0	041.49	Other and unspecified Escherichia coli [E. coli]	44829736	Other and unspecified Escherichia coli [E. coli]
1712549	trovafloxacin	0	041.7	Pseudomonas infection in conditions classified elsewhere and of unspecified site	44827490	Pseudomonas infection in conditions classified elsewhere and of unspecified site
1712549	trovafloxacin	0	041.84	Other anaerobe infection in conditions classified elsewhere and of unspecified site	44821671	Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other anaerobes
1712549	trovafloxacin	0	041.85	Other gram-negative organism infection in conditions classified elsewhere and of unspecified site	44826333	Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms
1712549	trovafloxacin	0	079.98	Unspecified chlamydial infection in conditions classified elsewhere and of unspecified site	44829762	Unspecified chlamydial infection
1712549	trovafloxacin	0	098	Gonococcal infections	44836806	Gonococcal infections
1712549	trovafloxacin	0	098.89	Gonococcal infection of other specified sites	44832106	Gonococcal infection of other specified sites
1712549	trovafloxacin	0	461.9	Acute sinusitis NOS	44821974	Acute sinusitis, unspecified
1712549	trovafloxacin	0	482.9	Bacterial pneumonia NOS	44821984	Bacterial pneumonia, unspecified
1712549	trovafloxacin	0	490	Bronchitis NOS	44820887	Bronchitis, not specified as acute or chronic
1781733	Atovaquone	0	130.0	Meningoencephalitis due to toxoplasmosis	44833276	Meningoencephalitis due to toxoplasmosis
1781733	Atovaquone	1	136.3	Pneumocystosis	44820593	Pneumocystosis
1781733	Atovaquone	1	486	Pneumonia; organism unspecified	44829009	Pneumonia, organism unspecified
942799	trimethobenzamide	1	558.9	Other and unspecified noninfectious gastroenteritis and colitis	44834815	Other and unspecified noninfectious gastroenteritis and colitis
