rxnorm_ingredient_concept_id	rxnorm_ingredient_concept_name	atc5_concept_name	atc3_concept_name	atc1_concept_name
19124969	Amino Acids	Solutions for parenteral nutrition	BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS	BLOOD AND BLOOD FORMING ORGANS
19049059	Potassium Aspartate			
19034281	Phenmetrazine			
734275	Phenobarbital	Barbiturates and derivatives	ANTIEPILEPTICS	NERVOUS SYSTEM
19011437	icodextrin			
19124330	levulinic acid			
42801285	southern yellowjacket venom protein			
42800778	German wasp venom protein			
42801287	pertuzumab	Monoclonal antibodies	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
42801306	western yellowjacket venom protein			
19129642	Oxolinic Acid	Other quinolones	ANTIBACTERIALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
19024904	Oxprenolol	Beta blocking agents, non-selective	BETA BLOCKING AGENTS	CARDIOVASCULAR SYSTEM
19086622	dapiprazole	Other antiglaucoma preparations	OPHTHALMOLOGICALS	SENSORY ORGANS
19069110	iopentol	Watersoluble, nephrotropic, low osmolar X-ray contrast media	CONTRAST MEDIA	VARIOUS
19003206	iopromide	Watersoluble, nephrotropic, low osmolar X-ray contrast media	CONTRAST MEDIA	VARIOUS
904704	Mepenzolate	Synthetic anticholinergics, quaternary ammonium compounds	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	ALIMENTARY TRACT AND METABOLISM
1102527	Meperidine	Phenylpiperidine derivatives	ANALGESICS	NERVOUS SYSTEM
19003070	Mersalyl	Mercurial diuretics	DIURETICS	CARDIOVASCULAR SYSTEM
968426	mesalamine	Aminosalicylic acid and similar agents	ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS	ALIMENTARY TRACT AND METABOLISM
1309068	Minoxidil	Other dermatologicals	OTHER DERMATOLOGICAL PREPARATIONS	DERMATOLOGICALS
1125765	Oxymorphone			
19025925	Oxyphenbutazone	Antiinflammatory preparations, non-steroids for topical use	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	MUSCULO-SKELETAL SYSTEM
19126622	Moxalactam	Third-generation cephalosporins	ANTIBACTERIALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
19007422	Moxisylyte	Drugs used in erectile dysfunction	UROLOGICALS	GENITO URINARY SYSTEM AND SEX HORMONES
1300751	Polysaccharide iron complex			
19053171	Obidoxime	Antidotes	ALL OTHER THERAPEUTIC PRODUCTS	VARIOUS
916059	Octoxynol			
989957	dioxybenzone			
19072085	methylene diphosphonate			
722424	Interferon beta-1a	Interferons	IMMUNOSTIMULANTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
19009961	metocurine			
19072087	metopimazine	Other antiemetics	ANTIEMETICS AND ANTINAUSEANTS	ALIMENTARY TRACT AND METABOLISM
19009877	methylparaben			
1189490	dichloralphenazone	Aldehydes and derivatives	PSYCHOLEPTICS	NERVOUS SYSTEM
19071803	Matricaria recutita extract			
19007490	Metyrapone	Tests for pituitary function	DIAGNOSTIC AGENTS	VARIOUS
19018823	Nicotinyl Alcohol	Nicotinic acid and derivatives	LIPID MODIFYING AGENTS	CARDIOVASCULAR SYSTEM
19135782	Polysorbates			
19008864	malic acid			
948856	Polyvinyl Alcohol			
19026674	Pancuronium	Other quaternary ammonium compounds	MUSCLE RELAXANTS	MUSCULO-SKELETAL SYSTEM
19010943	Opiates			
19129635	Opipramol	Non-selective monoamine reuptake inhibitors	PSYCHOANALEPTICS	NERVOUS SYSTEM
923829	Opium	Natural opium alkaloids	ANALGESICS	NERVOUS SYSTEM
992308	dyclonine	Other local anesthetics	ANESTHETICS	NERVOUS SYSTEM
19045272	Miglustat	Various alimentary tract and metabolism products	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	ALIMENTARY TRACT AND METABOLISM
933724	Phenazopyridine	Other urologicals	UROLOGICALS	GENITO URINARY SYSTEM AND SEX HORMONES
19031345	Pentylenetetrazole	Respiratory stimulants	OTHER RESPIRATORY SYSTEM PRODUCTS	RESPIRATORY SYSTEM
19019023	Niflumic Acid	Antiinflammatory preparations, non-steroids for topical use	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	MUSCULO-SKELETAL SYSTEM
19100347	Monascus purpureus West			
19019029	Nifuratel	Other antiinfectives and antiseptics	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	GENITO URINARY SYSTEM AND SEX HORMONES
19055717	Erwinia asparaginase			
19082111	Isoflurophate	Parasympathomimetics	OPHTHALMOLOGICALS	SENSORY ORGANS
19082306	Isoleucine			
19050488	Etomidate	Other general anesthetics	ANESTHETICS	NERVOUS SYSTEM
1519936	Etonogestrel	Progestogens	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	GENITO URINARY SYSTEM AND SEX HORMONES
1350504	Etoposide	Podophyllotoxin derivatives	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
19055901	dolomite			
19091239	domiphen	Antiinfectives and antiseptics for local oral treatment	STOMATOLOGICAL PREPARATIONS	ALIMENTARY TRACT AND METABOLISM
1115588	Eucalyptus extract			
1183554	Isoproterenol	Non-selective beta-adrenoreceptor agonists	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	RESPIRATORY SYSTEM
19092849	Magnesium Chloride	Electrolyte solutions	BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS	BLOOD AND BLOOD FORMING ORGANS
702865	Meprobamate	Carbamates	PSYCHOLEPTICS	NERVOUS SYSTEM
1351541	Leuprolide	Gonadotropin releasing hormone analogues	ENDOCRINE THERAPY	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
19124297	Levallorphan			
1391575	FERROUS ASPARTATE	Iron bivalent, oral preparations	ANTIANEMIC PREPARATIONS	BLOOD AND BLOOD FORMING ORGANS
1391440	Pygeum Africanum Preparation			
1759270	Pyrantel	Tetrahydropyrimidine derivatives	ANTHELMINTICS	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
501343	hepatitis B immune globulin	Specific immunoglobulins	IMMUNE SERA AND IMMUNOGLOBULINS	ANTIINFECTIVES FOR SYSTEMIC USE
19009145	mequitazine	Phenothiazine derivatives	ANTIHISTAMINES FOR SYSTEMIC USE	RESPIRATORY SYSTEM
909165	mercuric oxide			
1709170	meropenem	Carbapenems	ANTIBACTERIALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
19072051	mesulfen	Sulfur containing products	ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
19072052	Metaclazepam hydrochloride			
19089496	gadoversetamide	Paramagnetic contrast media	CONTRAST MEDIA	VARIOUS
19126896	Muramidase			
19051865	Muromonab-CD3	Selective immunosuppressants	IMMUNOSUPPRESSANTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
19125279	Meglumine			
1301152	Melatonin	Melatonin receptor agonists	PSYCHOLEPTICS	NERVOUS SYSTEM
1401581	Metyrosine	Tyrosine hydroxylase inhibitors	ANTIHYPERTENSIVES	CARDIOVASCULAR SYSTEM
19072089	micronomicin	Antibiotics	OPHTHALMOLOGICALS	SENSORY ORGANS
19072122	midecamycin	Macrolides	ANTIBACTERIALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
19127551	Nifurtimox	Nitrofuran derivatives	ANTIPROTOZOALS	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
19019088	Nikethamide	Respiratory stimulants	OTHER RESPIRATORY SYSTEM PRODUCTS	RESPIRATORY SYSTEM
1330974	Viscum album preparation			
19098649	SIBERIAN GINSENG ROOT			
19098790	SIBERIAN GINSENG ROOT EXTRACT			
19056505	SIMALDRATE			
19092377	Lysine	Amino acids	BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS	BLOOD AND BLOOD FORMING ORGANS
1368671	Milrinone	Phosphodiesterase inhibitors	CARDIAC THERAPY	CARDIOVASCULAR SYSTEM
1524769	Oxandrolone	Androstan derivatives	ANABOLIC AGENTS FOR SYSTEMIC USE	ALIMENTARY TRACT AND METABOLISM
724816	Oxazepam	Benzodiazepine derivatives	PSYCHOLEPTICS	NERVOUS SYSTEM
19001308	Oxerutins			
1137529	salmeterol	Selective beta-2-adrenoreceptor agonists	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	RESPIRATORY SYSTEM
1537655	salmon calcitonin	Calcitonin preparations	CALCIUM HOMEOSTASIS	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
1304643	darbepoetin alfa	Other antianemic preparations	ANTIANEMIC PREPARATIONS	BLOOD AND BLOOD FORMING ORGANS
19003999	mycophenolate mofetil			
19009116	meprednisone	Glucocorticoids	CORTICOSTEROIDS FOR SYSTEMIC USE	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
1136422	levocetirizine	Piperazine derivatives	ANTIHISTAMINES FOR SYSTEMIC USE	RESPIRATORY SYSTEM
1189697	eletriptan	Selective serotonin (5HT1) agonists	ANALGESICS	NERVOUS SYSTEM
920113	mequinol	Other dermatologicals	OTHER DERMATOLOGICAL PREPARATIONS	DERMATOLOGICALS
19113040	lithium gluconate			
19071904	lithium succinate	Other dermatologicals	OTHER DERMATOLOGICAL PREPARATIONS	DERMATOLOGICALS
19054875	dichlorobenzyl alcohol	Antiseptics	THROAT PREPARATIONS	RESPIRATORY SYSTEM
963747	dichlorodifluoromethane			
19021512	butylvinal	Barbiturates, plain	PSYCHOLEPTICS	NERVOUS SYSTEM
19021822	buzepide metiodide			
1558471	cabergoline	Dopamine agonists	ANTI-PARKINSON DRUGS	NERVOUS SYSTEM
19068821	clotiazepam	Benzodiazepine derivatives	PSYCHOLEPTICS	NERVOUS SYSTEM
19051096	cloxazolam	Benzodiazepine derivatives	PSYCHOLEPTICS	NERVOUS SYSTEM
19048026	cobamamide	Vitamin B12 (cyanocobalamin and analogues)	ANTIANEMIC PREPARATIONS	BLOOD AND BLOOD FORMING ORGANS
19034280	bamipine	Other antihistamines for systemic use	ANTIHISTAMINES FOR SYSTEMIC USE	RESPIRATORY SYSTEM
19055254	trivalent influenza vaccine			
19101677	trofosfamide	Nitrogen mustard analogues	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1515249	troglitazone	Thiazolidinediones	DRUGS USED IN DIABETES	ALIMENTARY TRACT AND METABOLISM
19002829	Tolazoline	Other topical products for joint and muscular pain	TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN	MUSCULO-SKELETAL SYSTEM
1502855	Tolbutamide	Tests for diabetes	DIAGNOSTIC AGENTS	VARIOUS
19054337	[13C] urea			
581480	pegademase bovine	Other immunostimulants	IMMUNOSTIMULANTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1325608	pegfilgrastim	Colony stimulating factors	IMMUNOSTIMULANTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1714165	peginterferon alfa-2a	Interferons	IMMUNOSTIMULANTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1501700	Thyroxine			
934431	basic aluminum carbonate gel			
927478	pramoxine	Anesthetics for topical use	ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.	DERMATOLOGICALS
19023819	phenothrin	Pyrethrines, incl. synthetic compounds	ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
19081320	quinethazone	Sulfonamides, plain	DIURETICS	CARDIOVASCULAR SYSTEM
19031360	quinfamide			
1712549	trovafloxacin	Fluoroquinolones	ANTIBACTERIALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
19043154	troxerutin	Bioflavonoids	VASOPROTECTIVES	CARDIOVASCULAR SYSTEM
19011094	benzquercin			
19036909	benzquinamide			
19036946	benzyl benzoate	Other ectoparasiticides, incl. scabicides	ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
19018603	benzylparaben			
1781733	Atovaquone	Other agents against amoebiasis and other protozoal diseases	ANTIPROTOZOALS	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
942799	trimethobenzamide	Aminoalkyl ethers	ANTIHISTAMINES FOR SYSTEMIC USE	RESPIRATORY SYSTEM
19043291	vanillyl-N-nonylamide			
1311276	vardenafil	Drugs used in erectile dysfunction	UROLOGICALS	GENITO URINARY SYSTEM AND SEX HORMONES
543291	varicella-zoster immune globulin	Specific immunoglobulins	IMMUNE SERA AND IMMUNOGLOBULINS	ANTIINFECTIVES FOR SYSTEMIC USE
743670	venlafaxine	Other antidepressants	PSYCHOANALEPTICS	NERVOUS SYSTEM
19078938	vinburnine	Other peripheral vasodilators	PERIPHERAL VASODILATORS	CARDIOVASCULAR SYSTEM
19039512	sobrerol	Mucolytics	COUGH AND COLD PREPARATIONS	RESPIRATORY SYSTEM
19042099	tolciclate	Other antifungals for topical use	ANTIFUNGALS FOR DERMATOLOGICAL USE	DERMATOLOGICALS
19042155	tolfenamic acid	Fenamates	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	MUSCULO-SKELETAL SYSTEM
1307863	Verapamil	Phenylalkylamine derivatives	CALCIUM CHANNEL BLOCKERS	CARDIOVASCULAR SYSTEM
19008336	Vindesine	Vinca alkaloids and analogues	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
906914	Urea	Carbamide products	EMOLLIENTS AND PROTECTIVES	DERMATOLOGICALS
19003953	Rocuronium			
979096	Zinc Acetate	Various alimentary tract and metabolism products	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	ALIMENTARY TRACT AND METABOLISM
1717002	enfuvirtide	Other antivirals	ANTIVIRALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
19125634	pentetreotide			
19072155	Plum Preparation			
744740	zolpidem	Benzodiazepine related drugs	PSYCHOLEPTICS	NERVOUS SYSTEM
19102108	zomepirac	Acetic acid derivatives and related substances	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	MUSCULO-SKELETAL SYSTEM
744798	zonisamide	Other antiepileptics	ANTIEPILEPTICS	NERVOUS SYSTEM
1515774	norgestimate	Progestogens and estrogens, fixed combinations	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	GENITO URINARY SYSTEM AND SEX HORMONES
19078424	terizidone	Other drugs for treatment of tuberculosis	ANTIMYCOBACTERIALS	ANTIINFECTIVES FOR SYSTEMIC USE
19119253	terlipressin	Vasopressin and analogues	PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
19100440	terodiline	Drugs for urinary frequency and incontinence	UROLOGICALS	GENITO URINARY SYSTEM AND SEX HORMONES
19100451	tertatolol	Beta blocking agents, non-selective	BETA BLOCKING AGENTS	CARDIOVASCULAR SYSTEM
1335471	benazepril	ACE inhibitors, plain	AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM	CARDIOVASCULAR SYSTEM
19018546	benzophenone			
19036731	benzthiazide			
19100577	thiobutabarbital			
19000305	thioproperazine	Phenothiazines with piperazine structure	PSYCHOLEPTICS	NERVOUS SYSTEM
902950	Tolnaftate	Other antifungals for topical use	ANTIFUNGALS FOR DERMATOLOGICAL USE	DERMATOLOGICALS
19041746	tetrazepam	Other centrally acting agents	MUSCLE RELAXANTS	MUSCULO-SKELETAL SYSTEM
19041781	tetroxoprim			
19041786	thenyldiamine			
942350	torsemide	Sulfonamides, plain	DIURETICS	CARDIOVASCULAR SYSTEM
19023286	phenacemide	Other antiepileptics	ANTIEPILEPTICS	NERVOUS SYSTEM
723344	phendimetrazine			
976778	hydroquinone	Other dermatologicals	OTHER DERMATOLOGICAL PREPARATIONS	DERMATOLOGICALS
970011	Sorbitol	Tests for bile duct patency	DIAGNOSTIC AGENTS	VARIOUS
1702559	Tinidazole	Nitroimidazole derivatives	ANTIPROTOZOALS	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
19008782	Tolonium chloride			
19003296	Tolperisone	Other centrally acting agents	MUSCLE RELAXANTS	MUSCULO-SKELETAL SYSTEM
537411	Pneumococcal polysaccharides (7)			
19008972	Pneumococcal vaccine			
19023842	phensuximide	Succinimide derivatives	ANTIEPILEPTICS	NERVOUS SYSTEM
1314273	rituximab	Monoclonal antibodies	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
733523	rivastigmine	Anticholinesterases	PSYCHOANALEPTICS	NERVOUS SYSTEM
19126544	Penicillin			
19113002	Recombinant Interferon			
19080468	Recombinant interferon beta-1a			
40170759	marbofloxacin			
40170774	orange allergenic extract			
40172704	scallop allergenic extract			
40172710	pitch pine pollen extract			
40172722	plum allergenic extract			
40172730	sesame seed allergenic extract			
40167327	Saccharomyces cerevisiae extract			
40172774	post oak pollen extract			
40172778	slash pine pollen extract			
40172798	paper birch pollen extract			
40172610	tapioca starch allergenic extract			
40173620	Algal fungi allergenic extract			
40173636	Arabic gum allergenic extract			
40171783	Scotch broom pollen extract			
40167409	black locust pollen extract			
40169661	Khuskia oryzae allergenic extract			
40170786	ormetoprim			
40170235	Sydney golden wattle pollen extract			
40168848	Trichophyton mentagrophytes antigen			
40171939	black pepper allergenic extract			
40226438	chickpea allergenic extract			
40222440	dendryphiella vinosa allergenic extract			
40222444	denosumab	Other drugs affecting bone structure and mineralization	DRUGS FOR TREATMENT OF BONE DISEASES	MUSCULO-SKELETAL SYSTEM
40222461	cochliobolus spicifer allergenic extract			
40222465	epidermophyton floccosum allergenic extract			
40228735	scrub pine pollen extract			
40225012	Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain			
40222285	Cladosoprium cladosporioides allergenic extract			
40222289	Cladosporium cladosporioides allergenic extract			
40226727	melarsomine			
40222115	CALCIUM AMINO ACID CHELATE			
40222116	Canada goldenrod pollen extract			
40172858	western white pine pollen extract			
40162104	western wheatgrass pollen extract			
40167608	Fenbendazole	Benzimidazole derivatives	ANTHELMINTICS	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
40168421	Crotalus adamanteus antivenin			
40168423	Crotalus atrox antivenin			
40168425	Crotalus scutulatus antivenin			
40228383	Humicola grisea extract			
40228147	cultivated rye grass pollen extract			
40228152	dabigatran etexilate	Direct thrombin inhibitors	ANTITHROMBOTIC AGENTS	BLOOD AND BLOOD FORMING ORGANS
40228445	Italian rye grass pollen extract			
40228461	Jerusalem oak pollen extract			
40222391	Tylosin			
40222408	black imported fire ant allergenic extract			
40226736	okra allergenic extract			
40226742	olmesartan			
40226747	oregano allergenic extract			
40226753	oxibendazole			
40227488	white pepper allergenic extract			
40224159	alcaftadine	Other antiallergics	OPHTHALMOLOGICALS	SENSORY ORGANS
40238211	Largemouth bass allergenic extract			
40171105	ponazuril			
40171110	pork allergenic extract			
40171114	rat skin extract			
40171120	strawberry allergenic extract			
40234201	butylscopolamine	Belladonna alkaloids, semisynthetic, quaternary ammonium compounds	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	ALIMENTARY TRACT AND METABOLISM
40171087	soybean allergenic extract			
40165678	palm oil			
40225727	tall oat grass pollen extract			
40169074	southern ragweed pollen extract			
40164828	Influenza Virus Vaccine, Inactivated B-Brisbane-60-2008 strain			
40174420	pistachio nut allergenic extract			
40162087	sweet vernal grass pollen extract			
40167333	Rhodotorula rubra allergenic extract			
40224189	Apiospora montagnei allergenic extract			
40171130	sugar maple pollen extract			
40227438	watercress allergenic extract			
40228827	sugarcane allergenic extract			
40170588	codfish allergenic extract			
40170592	enrofloxacin			
40172069	cabbage allergenic extract			
40175686	Syncephalastrum racemosum allergenic extract			
40223846	Fusarium compactum extract			
40227558	Absidia ramosa extract			
40239216	Linagliptin	Dipeptidyl peptidase 4 (DPP-4) inhibitors	DRUGS USED IN DIABETES	ALIMENTARY TRACT AND METABOLISM
